@RELATION data
@ATTRIBUTE class {0, 1}
@ATTRIBUTE tem_link BOOLEAN
@ATTRIBUTE tamanho NUMERIC
@DATA
1,False,5694
1,False,6906
1,False,6716
1,False,5823
1,False,1424
1,False,5339
0,True,5858
0,True,10276
1,False,3184
1,True,26652
1,False,2880
0,True,7406
0,True,5293
1,False,2743
0,False,6090
1,False,5430
1,False,3458
1,False,3714
1,False,1176
1,False,6059
1,True,10549
1,False,1673
1,True,9501
0,True,4454
1,True,5037
0,True,3642
1,False,3758
1,False,6939
1,False,5985
1,False,5301
0,True,4495
1,False,4034
1,False,5203
0,True,4650
1,False,5216
1,False,3729
1,False,4930
1,False,2365
0,True,15746
0,True,5206
1,False,3541
1,True,3576
1,False,6354
1,True,6126
1,False,3121
0,True,6700
0,True,5157
0,True,10880
1,False,9376
1,False,6348
1,False,5907
1,False,3039
0,True,16179
1,False,3533
1,False,5976
1,False,6433
0,True,1963
0,False,2167
1,False,5465
0,True,13536
0,True,3606
1,False,5553
1,False,6879
1,False,3179
0,True,5827
1,False,11228
1,False,2739
0,False,2134
0,True,1744
0,True,6038
1,False,5425
1,False,4030
1,False,5752
1,False,4663
1,False,5342
1,True,9592
1,False,3163
1,False,7202
1,False,5661
0,True,21184
1,True,7618
1,False,6433
0,True,7236
1,False,5282
1,False,2653
0,True,5910
0,False,4004
1,False,5499
1,False,1073
0,False,5174
1,False,7187
1,False,10345
1,False,5069
1,False,5961
1,True,4502
0,True,2147
0,True,4071
1,True,6079
0,True,6282
1,False,5739
1,False,14304
0,True,5697
0,True,4017
1,True,5739
1,True,5837
1,False,4274
1,True,6601
0,True,4713
1,True,8131
0,True,6590
1,False,5569
1,False,2988
1,False,5195
1,True,7580
1,False,5853
0,True,6047
1,False,1489
1,False,7694
0,True,22848
0,True,8767
1,False,4430
1,False,6684
1,False,1453
1,False,5164
1,True,24037
0,True,16655
1,False,6058
0,True,2880
0,True,30866
1,False,4017
1,False,7455
1,False,6709
0,False,3839
0,False,3202
0,False,5652
1,True,23023
0,False,6187
1,False,3532
1,False,4990
0,True,5548
1,False,4476
0,True,5395
0,False,2412
1,False,1381
1,False,4030
1,True,7679
1,False,3740
1,False,5764
1,False,4940
1,False,5333
1,False,1464
1,False,8307
1,False,6116
1,False,1186
1,False,2585
1,False,2811
0,True,2959
1,False,4059
0,True,7864
0,True,3100
1,False,3336
0,True,4857
1,False,4035
1,False,7628
0,False,4297
0,True,6808
0,True,11152
1,False,6637
1,False,9316
0,True,2745
1,False,1715
0,True,8378
1,False,6912
0,True,3246
1,False,5611
1,False,5799
1,False,3291
0,True,7804
1,False,5882
1,False,4089
1,False,6050
1,False,5684
1,False,1373
1,False,6216
1,False,2594
1,False,3952
1,True,24182
1,True,5592
1,False,8732
1,False,5227
1,True,8952
0,True,25848
0,False,3769
1,False,3092
1,False,2216
1,False,17645
0,True,2441
1,False,3830
0,False,5727
1,False,4135
0,True,13823
1,False,5592
1,False,6370
0,True,8126
1,False,7310
1,False,6594
1,False,3613
0,False,4117
0,True,2954
1,False,6714
0,False,52786
1,False,1100
1,False,7481
1,False,3486
0,True,7561
0,True,8328
0,True,28545
0,True,5835
0,True,9856
1,False,5962
0,True,5329
1,True,15782
1,False,6454
1,False,8549
1,True,32542
1,False,5400
1,False,2028
0,True,12243
1,True,26933
1,False,5192
0,True,4470
0,False,4261
0,True,8211
1,True,5874
1,True,5928
0,False,2187
0,True,8126
0,True,3577
1,False,5050
0,True,6617
1,False,2465
1,False,27179
0,False,1991
0,False,3597
1,False,6755
1,False,5504
1,False,3345
1,False,6484
1,False,3381
1,False,1114
0,True,10978
1,False,8363
1,False,3472
1,False,3878
0,True,9522
1,False,7607
0,True,8449
1,True,24964
0,True,10657
0,True,8177
0,False,9804
1,False,1708
0,True,8937
0,False,2451
0,False,3583
1,False,3931
1,False,4045
1,False,5269
1,False,6495
0,True,4707
1,False,4663
0,False,5186
1,False,4971
1,False,6227
1,False,5214
0,True,7715
0,True,2925
1,False,7058
1,False,5253
1,False,2121
1,True,27030
1,False,6753
1,False,4381
1,False,5299
1,False,6804
0,False,3681
0,False,2027
1,False,897
1,True,5703
0,True,9009
1,False,3748
1,True,6684
0,True,2358
0,False,3748
1,False,1673
0,True,5193
1,True,32914
1,False,3268
0,True,36005
1,False,1449
0,True,6411
1,False,3840
1,False,1874
0,True,6627
0,True,22928
1,False,5505
1,False,5277
0,True,4440
1,False,1504
1,False,3701
0,False,2030
1,False,5882
1,False,4501
1,False,7655
1,False,3032
1,True,3497
1,False,8746
1,False,6053
1,False,6358
1,False,2908
0,False,9743
1,False,1161
1,False,536
1,False,1349
1,False,5877
0,True,10649
1,False,6015
1,False,3338
0,False,6056
1,False,3415
1,True,33508
1,False,5387
1,False,6136
1,False,6564
1,False,3549
0,True,7534
0,True,7379
1,False,666
1,False,2435
0,True,6989
1,False,10894
0,False,3402
0,False,3694
0,True,5866
1,False,5493
1,False,1298
1,False,4563
0,True,5502
1,False,3180
0,True,4362
1,False,1185
1,False,2980
1,True,6098
1,False,5104
1,False,5650
1,False,3064
1,False,3081
0,True,2692
1,False,2906
1,False,2882
0,True,24612
1,False,10837
1,False,4082
1,True,5658
0,False,3798
1,False,3679
0,False,4959
0,True,10833
1,False,6488
0,True,13796
1,False,18242
1,False,2473
1,True,6492
1,True,10799
1,True,27123
1,False,5448
1,False,5689
0,True,6051
1,False,5977
1,False,3822
1,False,1958
1,False,92192
1,False,1463
1,False,4969
1,True,7436
1,False,8665
0,False,1497
0,True,18551
1,False,5283
1,False,5605
1,False,1147
1,False,5548
1,False,1287
0,True,6800
0,True,7312
1,False,1187
1,True,8167
1,False,3910
0,True,12022
1,False,5567
1,True,29726
1,False,3250
1,False,3874
1,False,3646
1,False,2645
0,True,27412
1,False,1515
1,False,5374
0,False,11427
1,False,5253
0,False,5033
1,False,6918
1,False,6592
1,False,3941
1,False,2985
1,False,5964
0,True,13434
1,False,6440
1,False,1118
1,True,19798
1,False,5615
0,True,5658
0,True,43435
0,True,8939
1,False,8064
1,False,4703
1,False,1309
1,False,5317
1,False,3122
1,False,7946
1,False,5543
0,True,12534
1,False,1215
1,False,8335
1,False,2727
1,True,8158
1,True,32746
1,False,3162
1,True,9378
1,False,3724
1,True,6512
0,True,6632
1,False,7072
1,False,6857
1,False,1083
1,False,7595
0,True,5687
0,False,4017
1,False,3568
1,False,3777
0,True,13608
0,True,6584
1,False,5640
1,True,36580
1,True,9384
1,False,4595
1,False,4881
1,False,2927
1,False,6750
0,True,3962
1,True,2961
0,True,3410
1,False,5249
0,True,16518
0,False,17360
1,False,5674
1,False,3264
0,True,6385
1,False,1243
0,False,12291
0,False,4717
0,False,3698
0,False,3883
0,False,11168
1,False,6217
1,False,5314
1,False,5975
1,False,6966
0,False,4479
1,False,7282
0,True,11457
0,False,6838
1,True,14802
0,True,6801
0,False,2030
1,True,6194
1,True,6830
0,False,6693
1,False,5177
0,True,4273
0,False,1759
1,False,4049
1,False,4921
1,False,5817
1,False,4953
1,False,5904
1,False,20496
0,False,6166
1,False,1148
1,False,4938
0,True,4142
0,False,2018
0,True,5950
1,False,5290
0,False,1458
1,False,4507
1,False,12108
0,True,11091
1,False,4877
1,False,5950
1,False,4041
0,True,3328
1,True,24557
0,True,43410
1,False,4680
1,False,6015
1,False,5862
1,False,1453
0,False,6470
1,False,6000
1,False,3815
0,True,3410
0,True,1967
1,False,1054
1,False,2485
1,False,2726
0,False,41360
1,False,5267
1,False,2663
1,False,3717
1,False,4119
0,True,2103
1,True,2947
1,False,3673
1,False,1175
1,False,6178
0,False,2894
1,False,3342
0,True,11188
0,False,2243
1,False,4690
1,False,3560
1,False,2569
1,False,22407
0,False,2069
0,False,5017
1,True,6599
0,True,2262
0,True,8041
1,False,7557
0,False,5307
1,False,1042
0,False,5890
1,False,5257
0,True,7372
1,False,3787
1,False,3356
0,True,9800
1,False,5520
1,True,32977
1,False,4836
1,True,26717
1,False,3385
1,False,2659
1,False,1377
0,True,7639
1,False,7775
1,False,5735
1,False,6391
0,False,5113
1,False,4970
1,True,11177
0,True,10813
1,False,11731
1,False,2225
1,False,6165
1,False,4381
0,True,10991
1,False,5924
0,True,8557
0,False,8172
1,False,4427
1,False,7588
1,True,7573
1,False,8625
0,True,17792
1,False,3091
1,False,1157
1,False,3559
1,False,6294
0,False,3925
0,True,16721
1,True,7076
1,False,3489
1,False,4177
0,False,36846
1,False,17867
0,True,3666
1,True,2598
0,True,12290
1,True,5541
1,False,8335
1,False,5014
0,True,3553
1,False,4784
1,False,6085
0,True,4967
1,False,5498
1,False,5775
1,False,2661
0,False,3537
0,True,9543
0,True,5281
1,False,3355
1,False,6845
1,False,1173
1,False,8924
1,False,5278
0,True,11071
1,False,5930
1,False,12283
0,False,1846
1,False,5593
1,False,5699
0,True,8210
1,False,5157
1,False,3258
1,False,3580
1,False,1376
0,True,12064
0,True,14413
1,False,5341
1,False,3813
0,True,8865
0,True,7229
1,False,5427
1,False,5985
0,False,6392
1,False,2877
0,True,10568
0,False,6054
0,True,8375
1,False,6582
1,False,5305
0,False,3854
1,False,3104
1,False,5075
1,False,1474
0,True,3383
0,True,2662
0,False,5500
1,False,2184
0,False,1545
1,False,3620
1,False,3780
0,True,5835
0,False,1801
1,False,1479
1,False,6167
1,False,6534
1,True,32958
1,False,8117
1,False,7136
1,False,1233
1,False,2316
1,False,5995
1,False,4503
1,True,4345
0,False,4162
0,False,5612
0,True,1899
1,False,3414
1,False,7337
0,True,2670
1,False,4813
1,True,24191
1,False,5847
0,True,8494
1,False,1110
1,False,4484
0,False,3078
0,False,1575
1,False,7686
1,False,2694
0,True,3580
0,True,6905
0,False,14242
0,False,1676
1,False,1064
1,False,3082
0,False,4013
1,False,1220
1,True,10570
1,False,5348
1,True,4565
1,False,5389
0,True,8917
1,False,6453
0,True,2570
1,False,6379
1,False,6302
1,False,5302
1,False,2479
1,False,5061
0,True,6161
0,False,6748
1,True,12586
0,False,2437
0,True,11216
1,False,1350
1,False,6045
0,False,21279
1,False,5384
0,False,4713
0,True,8451
1,True,5131
0,True,4518
0,True,5090
1,True,5745
0,False,1805
1,False,3272
0,True,23564
1,False,5532
1,False,4939
1,False,5798
1,False,5566
1,False,5216
0,False,1372
1,False,3664
1,False,3045
0,True,7396
0,False,1973
1,False,5658
1,False,4052
1,False,3616
1,False,2634
1,False,4428
1,True,32396
1,False,1068
1,False,3500
0,False,4545
0,True,6701
0,True,4250
1,False,7461
1,False,3631
1,False,5163
0,True,9405
0,True,2495
0,True,12049
0,False,5067
1,False,5431
0,True,7633
1,False,2755
1,False,3600
1,False,2694
1,False,5507
1,False,5517
1,False,5849
1,False,3638
1,False,5672
0,True,9013
0,True,6872
1,False,3538
0,False,1869
1,False,5853
1,False,43422
1,True,3403
0,True,6436
0,True,2530
0,True,5952
0,True,4726
1,False,1184
0,True,8168
1,False,5542
0,True,4119
1,False,7306
1,True,5874
1,False,2392
1,False,3303
1,False,5495
1,False,4616
0,False,12985
0,True,17761
1,False,4730
1,False,17798
0,False,1956
1,False,6474
1,False,4480
1,False,1122
0,True,11899
0,True,7297
1,False,6084
1,False,3822
1,True,5537
1,False,4879
0,True,11293
1,False,7760
1,False,6946
1,True,9006
1,False,1138
0,False,4720
1,False,6372
0,True,2078
1,False,5651
0,False,5158
1,False,1126
1,False,6908
1,False,7118
1,False,195862
1,False,5753
0,True,7119
1,False,4803
1,False,3876
0,True,6455
0,True,1933
1,False,3448
1,True,25034
0,True,5926
1,False,2876
0,True,11465
1,False,6482
1,False,4525
0,True,14908
0,False,5095
1,False,1183
1,False,6019
1,False,8104
1,True,32151
0,False,2050
1,False,1450
1,False,6071
1,False,9827
1,False,1165
0,False,4802
1,False,3911
1,False,5324
1,False,1700
1,False,3354
1,False,2216
1,False,2305
1,False,6307
1,False,5196
0,False,4079
0,False,4256
1,False,6288
1,False,5150
1,False,5557
1,False,5344
1,True,8760
1,False,5422
1,True,17006
1,False,1174
1,False,4208
0,False,4685
0,False,3935
1,False,4578
1,False,9551
1,False,4294
1,False,1246
0,True,17656
1,False,7754
1,False,5855
1,False,4193
1,False,7345
0,False,2374
1,False,5503
0,True,30888
0,False,3530
0,False,4993
1,False,6756
1,True,7213
1,False,1432
1,True,4665
1,False,2514
1,True,8347
1,False,1941
1,False,6000
1,False,3790
1,False,6375
1,True,45446
1,False,5749
1,False,3435
1,False,3928
1,False,3286
1,False,5713
1,False,5629
0,False,2801
0,True,19164
0,False,4067
0,True,17657
0,False,23805
1,False,5439
1,True,10721
1,False,6985
1,False,5191
1,False,8759
0,True,6821
1,False,6856
0,True,12714
0,True,1808
1,False,3607
1,False,6282
0,True,11057
1,False,1218
0,True,2102
1,False,7671
1,False,2691
1,False,6888
1,False,5770
1,False,8359
0,True,2888
1,False,2291
1,False,6335
1,False,1420
1,False,1622
0,False,1708
0,True,2322
1,False,1293
0,True,3870
1,False,6780
1,False,1668
0,False,11329
1,False,4615
1,True,5525
1,False,5516
1,False,6711
1,False,2852
0,True,14358
1,True,7873
1,False,6326
1,False,5093
1,False,3239
1,False,3540
1,False,5146
1,True,38126
1,False,5732
0,True,5277
1,False,1229
1,False,4877
1,False,5631
1,False,2706
1,False,1117
1,False,1169
1,False,2714
0,False,2135
1,False,5257
1,False,5505
0,True,6457
1,False,7124
1,False,1533
1,False,1102
1,False,5208
1,False,2529
1,False,3405
1,False,3204
1,True,3390
1,False,4055
1,False,4649
1,False,8166
1,False,1186
0,False,18513
0,True,8430
1,False,2674
1,True,5084
0,True,43439
1,False,6696
1,False,5839
1,False,3632
0,True,13406
0,True,11713
1,False,6043
1,False,2809
0,False,24943
1,False,19742
1,False,4629
1,False,5657
1,False,3917
1,False,4042
0,True,7958
0,True,3178
1,False,4170
1,False,5791
0,True,7409
1,True,3714
1,False,1723
1,False,6359
1,False,1114
0,False,4461
1,False,3798
0,False,2096
1,False,5907
0,True,3890
1,True,7414
1,False,5118
0,False,2085
1,False,7739
1,False,3915
1,False,6604
0,False,2250
1,False,7932
1,False,3086
0,True,11587
1,False,10578
1,False,5249
1,False,5391
0,False,8892
1,False,5209
0,True,2714
1,False,4032
1,False,5575
1,False,5691
0,False,4827
1,True,3522
0,True,9815
0,True,7491
0,False,4724
1,False,4322
1,False,5778
1,False,5656
0,False,2137
0,False,1553
1,False,1075
1,False,5402
1,False,3455
1,False,7039
0,True,3688
0,True,6351
1,False,4152
1,False,3041
1,False,5523
1,False,3982
1,False,6185
0,False,1637
1,False,5463
1,False,7128
1,False,3643
1,False,5844
1,True,6486
1,False,3047
1,False,7406
1,False,2505
1,False,1499
1,False,6009
0,True,11002
1,False,2683
1,False,1478
1,False,3164
1,False,5598
1,False,5515
1,False,2730
1,False,9904
1,False,4065
0,True,5479
1,True,9557
1,False,1195
1,False,4845
0,False,4334
1,False,5469
1,True,5789
1,False,6438
1,False,3727
0,True,7600
1,True,6370
1,False,4671
1,False,1294
1,False,1806
0,False,1822
0,False,8390
1,False,3495
1,False,4238
0,False,12008
1,False,8053
0,True,6282
1,False,6252
1,False,1082
0,True,13334
1,False,1224
1,True,11211
1,False,5823
0,False,28756
1,False,7368
0,True,3519
1,False,1384
0,False,2913
1,True,6091
1,False,6807
1,True,31525
0,False,4202
1,False,1223
1,False,6675
1,False,2856
1,False,5510
0,True,6581
1,False,3890
1,True,29631
0,True,2705
1,False,3967
1,False,8431
0,True,12399
1,False,5579
1,False,3688
1,False,6784
0,False,5102
1,False,3315
0,True,8226
0,True,10258
1,False,5186
1,False,6582
1,False,1819
1,True,20497
1,False,5212
1,False,7621
1,False,8183
0,False,6932
0,False,2306
0,True,6201
1,False,3816
0,True,4292
1,False,1032
1,False,2521
1,False,3215
1,False,1407
1,False,6138
0,False,3372
1,False,4781
1,False,9446
0,True,1714
1,True,4158
0,False,2050
0,True,3155
0,True,10174
0,True,5635
1,False,9351
0,True,12754
0,True,7404
1,False,5212
1,False,1552
0,False,2869
1,False,3199
0,False,3429
1,False,6648
1,False,2956
1,False,5471
0,True,7841
1,False,1673
1,False,3132
0,True,3431
1,False,3992
1,False,6371
0,True,4282
1,True,29844
1,False,7143
0,False,17817
1,False,2778
0,True,7386
1,False,2690
1,False,1096
1,False,6378
1,False,3637
1,False,5378
0,True,12062
1,False,1128
1,True,7054
1,False,1182
1,False,1153
1,False,2276
1,False,6194
0,True,2746
0,True,5869
1,False,2392
0,True,2447
1,False,3520
1,False,1007
1,False,1066
1,False,1459
1,False,4044
0,False,2063
1,False,6779
1,False,10608
1,False,7623
1,False,8515
1,False,5978
0,False,7077
1,False,1142
0,True,12182
1,False,1339
1,False,2477
1,False,3946
1,False,3992
0,True,13544
1,False,5601
1,False,5788
1,False,5848
1,False,4066
0,True,7974
1,True,6186
1,False,7520
0,True,6578
1,False,4595
0,True,10682
1,False,6060
1,False,3144
1,False,3295
0,True,8223
0,True,6038
1,False,6615
1,False,3571
0,False,3649
0,True,6278
0,False,3334
1,False,6700
1,False,3071
0,True,9878
0,True,4686
1,False,4936
1,False,7146
1,False,5737
1,True,3707
1,True,8271
1,False,4922
0,True,2815
1,True,6018
1,False,5760
0,True,5755
1,False,6688
1,False,5576
0,False,10633
1,False,4232
0,False,17384
1,False,4897
1,True,29587
1,False,7070
1,False,2541
0,True,10392
1,False,1487
0,True,6962
1,False,4883
1,False,4025
1,False,2860
1,False,3342
1,False,7388
1,False,1683
0,True,12537
0,False,2220
0,True,13111
1,True,47546
1,False,5898
1,True,4325
0,True,3825
0,False,4232
0,True,5648
0,False,7940
1,False,6376
0,True,4148
1,False,5572
1,False,3748
1,True,4253
1,False,2770
0,True,3364
1,False,2462
1,False,5831
1,False,2950
1,False,8632
1,False,1421
1,True,26696
1,False,3390
0,True,14865
0,False,11128
1,False,3555
1,False,3621
1,False,4378
0,True,8623
0,True,4134
1,False,4303
1,False,8525
0,False,4835
1,False,5803
1,False,5446
1,False,3398
0,True,7069
0,False,3571
0,False,5259
0,True,9494
1,False,4895
1,False,1174
1,False,10004
1,True,4178
1,False,5555
1,False,1172
1,False,3683
0,True,13205
1,False,5524
1,False,7028
1,False,1107
0,False,3673
1,False,4551
0,True,11611
0,True,5268
0,False,5152
1,False,1305
1,False,4590
0,True,15690
1,False,6099
1,False,3417
1,False,3202
0,False,16335
1,False,6781
1,True,6656
1,False,4510
1,False,4628
1,False,2021
1,True,22602
1,False,5779
0,True,16735
1,False,2903
1,False,6314
1,False,1113
1,False,1215
1,False,2604
0,True,6896
1,False,8784
1,False,3920
1,False,5333
0,True,5401
0,True,4220
0,False,2589
1,False,6725
1,False,1228
1,False,1184
1,False,4562
0,True,1872
1,False,5663
1,False,1719
0,False,3176
1,False,1663
1,False,6753
1,False,1017
1,False,7370
0,True,6739
1,False,3886
1,False,1100
1,False,4742
0,True,7843
0,True,10608
1,False,5091
1,False,3224
0,False,2569
1,False,1418
0,True,6167
1,False,4971
1,False,3215
1,False,6136
0,True,3648
0,True,21131
1,False,2814
1,True,3273
0,True,11638
1,False,5885
0,False,4366
0,False,5082
1,False,6288
1,False,1637
1,False,7674
1,False,7759
0,True,4322
1,False,6285
0,False,1562
1,False,5908
1,False,4380
1,False,1254
1,False,1704
1,False,3588
0,True,3069
1,False,9632
1,False,36040
0,False,2227
0,True,6732
1,True,11165
0,True,9689
1,False,4424
1,False,2449
1,False,3029
1,False,6039
1,False,1066
0,True,10804
1,False,4501
1,False,6914
1,False,7700
1,False,2210
1,False,5860
1,False,5619
1,False,6256
1,False,3719
1,False,3224
1,False,9194
1,False,6102
0,False,5675
0,True,6000
1,False,5625
1,False,7209
1,True,8588
1,True,2286
1,False,2666
1,False,3623
0,True,7205
1,False,3092
1,False,6465
1,True,6999
1,False,4404
1,False,2906
1,False,5918
1,False,6735
1,False,6336
1,False,3120
0,False,4627
1,False,4113
1,False,6650
0,True,4519
0,False,5397
1,False,5637
0,True,8048
0,False,4641
1,False,5572
1,True,7134
0,False,3619
1,True,31209
1,False,3997
1,False,2575
1,False,5931
1,False,6667
0,True,2312
1,False,2859
1,True,4455
1,False,5371
1,False,5414
0,True,7254
0,False,4095
1,False,1153
1,False,6813
1,False,5416
1,False,6394
0,True,5802
1,True,27791
0,True,6773
1,False,6677
0,True,8430
1,True,7442
0,True,5324
1,False,3217
1,False,3366
1,False,3761
1,False,5693
1,False,6603
0,False,2937
0,True,7979
0,True,7540
1,True,30673
1,True,7593
0,False,25193
0,True,6706
0,False,5564
1,False,6634
1,False,6748
0,True,11938
1,False,5369
1,False,1817
1,False,7535
1,False,1098
1,False,4497
1,True,10008
0,False,6209
1,True,3934
1,False,1205
0,True,11454
0,True,4861
1,False,6249
1,False,6068
1,False,2386
0,True,6741
1,False,4020
1,False,1206
1,False,1120
1,False,5433
0,True,5445
1,False,5604
1,False,3104
1,False,6407
1,False,5112
0,False,3658
1,False,1463
1,False,7094
1,False,5600
0,True,10553
0,True,6007
0,False,5911
0,True,4957
0,True,5266
1,False,4059
1,False,1360
1,True,6264
0,True,32594
1,False,6578
0,True,6395
1,False,13107
1,False,3220
1,False,5544
0,True,11884
0,False,11227
1,False,5243
1,False,2642
1,False,4269
1,False,5352
1,False,7012
1,False,1627
1,False,6275
1,False,6874
0,False,4961
1,False,5312
0,True,7991
1,False,2299
0,True,10549
1,False,5559
0,True,6508
1,False,8378
1,False,3264
1,False,4151
1,False,2954
0,True,5455
0,False,1449
0,True,6240
1,True,5106
1,True,7371
0,False,2583
1,False,1413
0,False,2948
0,True,8750
1,False,3301
1,False,4887
0,False,3715
1,False,3147
1,False,5887
1,True,6407
0,False,4594
0,True,10306
1,False,5165
1,False,13389
